id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,some_place,b1,b2,b3,b4,b5,b6,db1,db2,db3,db4,db5,db6
2481,NA,NA,430,2122,2122,us ug,Belong,Some Place,Fishbowl,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,NA,NA,431,1920,2122,us ug,Belong,Some Place,MCC,Womens,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2486,NA,NA,435,1920,2122,us ug,Belong,Some Place,Mills,Fishbowl,LGBTQA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2489,NA,NA,438,1920,2122,us ug,Belong,Some Place,Fishbowl,Womens,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
2490,NA,NA,439,2122,2122,us ug,Belong,Some Place,Green,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2491,NA,NA,440,2122,2122,us ug,Belong,Some Place,MCC,Womens,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
2494,NA,NA,443,1920,2122,us ug,Belong,Some Place,McMillan,OtherGa,OtherGg,NA,NA,NA,NA,NA,NA,NA,NA,NA
2495,NA,NA,444,2021,2122,us ug,Belong,Some Place,Fishbowl,OLounge,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2498,NA,NA,447,1920,2122,us ug,Belong,Some Place,Womens,FSL,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500,NA,NA,449,1920,2122,us ug,Belong,Some Place,Bartolottis,AtriumSouth,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,NA,NA,450,2122,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2504,NA,NA,453,2021,2122,us ug,Belong,Some Place,OP,Womens,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,NA,NA,460,2122,2122,us ug,Belong,Some Place,Fishbowl,Womens,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,NA,NA,463,2021,2122,us ug,Belong,Some Place,EastLounge,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,NA,NA,464,2122,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,NA,NA,466,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518,NA,NA,468,1920,2122,us ug,Belong,Some Place,Amphitheater,Fishbowl,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,NA,NA,470,1920,2122,us ug,Belong,Some Place,Mills,LGBTQA3,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,NA,NA,471,2122,2122,us ug,Belong,Some Place,Fishbowl,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,NA,NA,474,2021,2122,us ug,Belong,Some Place,Fishbowl,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,NA,NA,479,2122,2122,us ug,Belong,Some Place,Swindells,LGBTQA3,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,NA,NA,481,2122,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,AtriumSouth,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,NA,NA,485,2122,2122,us ug,Belong,Some Place,Panda,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,NA,NA,489,2122,2122,us ug,Belong,Some Place,Redwood,Fishbowl,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,NA,NA,493,1920,2122,us ug,Belong,Some Place,Redwood,Green,OtherGe,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,NA,NA,495,2122,2122,us ug,Belong,Some Place,Fishbowl,Green,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,NA,NA,496,1819,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,NA,NA,498,1920,2122,us ug,Belong,Some Place,Amphitheater,TaylorLounge,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,NA,NA,500,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,NA,NA,504,1819,2122,us ug,Belong,Some Place,Amphitheater,StairsG,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,NA,NA,505,2122,2122,us ug,Belong,Some Place,Mills,MCC,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,NA,NA,509,1920,2122,us ug,Belong,Some Place,CSIR,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,NA,NA,514,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,NA,NA,523,2122,2122,us ug,Belong,Some Place,EastLounge,CraterLakeNorth,LGBTQA3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,NA,NA,524,2122,2122,us ug,Belong,Some Place,Courtyard,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,NA,NA,525,2122,2122,us ug,Belong,Some Place,LGBTQA3,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,NA,NA,529,2122,2122,us ug,Belong,Some Place,DuckStore,Courtyard,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,NA,NA,533,2021,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,NA,NA,537,2122,2122,us ug,Belong,Some Place,Fishbowl,OtherGf,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,NA,NA,538,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,NA,NA,540,1819,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2590,NA,NA,544,1819,2122,us ug,Belong,Some Place,BallroomTerrace,MCC,ASUO,NA,NA,NA,NA,NA,NA,NA,NA,NA
2591,NA,NA,545,1920,2122,us ug,Belong,Some Place,Green,Other1d,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,NA,NA,556,1920,2122,us ug,Belong,Some Place,DuckStore,Womens,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,NA,NA,557,2122,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,NA,NA,557,2122,2122,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,TaylorLounge,Chipotle,Other1f,NA,NA,NA
2604,NA,NA,558,2122,2122,us ug,Belong,Some Place,CSIR,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,NA,NA,561,1920,2122,us ug,Belong,Some Place,Starbucks,Fishbowl,Chipotle,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,NA,NA,562,1920,2122,us ug,Belong,Some Place,Green,Womens,OB1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,NA,NA,563,1920,2122,us ug,Belong,Some Place,OP,SSC,Bartolottis,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,NA,NA,564,2021,2122,us ug,Belong,Some Place,Fishbowl,Green,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,NA,NA,565,2021,2122,us ug,Belong,Some Place,McMillan,BallroomTerrace,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,NA,NA,567,2122,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,NA,NA,568,1920,2122,us ug,Belong,Some Place,TaylorLounge,Bartolottis,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,NA,NA,573,2122,2122,us ug,Belong,Some Place,LGBTQA3,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,NA,NA,576,2122,2122,us ug,Belong,Some Place,AtriumSouth,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,NA,NA,580,2021,2122,us ug,Belong,Some Place,Bartolottis,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,NA,NA,581,2021,2122,us ug,Belong,Some Place,OP,Craft,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,NA,NA,582,1819,2122,us ug,Belong,Some Place,Ballroom,Other1d,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,NA,NA,584,1819,2122,us ug,Belong,Some Place,Emerald,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,NA,NA,585,2122,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,NA,NA,588,2122,2122,us ug,Belong,Some Place,Courtyard,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,NA,NA,589,1920,2122,us ug,Belong,Some Place,TaylorLounge,Fishbowl,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,NA,NA,590,2021,2122,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,NA,NA,592,1920,2122,us ug,Belong,Some Place,OLounge,AtriumEast,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,NA,NA,594,2021,2122,us ug,Belong,Some Place,OtherL2b,CraterLakeNorth,Bartolottis,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,NA,NA,597,1920,2122,us ug,Belong,Some Place,TaylorLounge,OP,Holden,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,NA,NA,601,1920,2122,us ug,Belong,Some Place,Board,OtherL3b,Hallway1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,NA,NA,603,1920,2122,us ug,Belong,Some Place,Miller,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,NA,NA,611,2122,2122,us ug,Belong,Some Place,Fishbowl,Green,OtherGe,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,NA,NA,615,1920,2122,us ug,Belong,Some Place,OtherL2f,Fishbowl,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,NA,NA,618,2021,2122,us ug,Belong,Some Place,OB1,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2660,NA,NA,621,1920,2122,us ug,Belong,Some Place,DuckStore,Fishbowl,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,NA,NA,622,1920,2122,us ug,Belong,Some Place,Fishbowl,OtherGf,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,NA,NA,630,2021,2122,us ug,Belong,Some Place,Fishbowl,FreshMarket,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2668,NA,NA,631,2122,2122,us ug,Belong,Some Place,OLounge,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2672,NA,NA,635,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,NA,NA,636,2021,2122,us ug,Belong,Some Place,Fishbowl,LGBTQA3,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,NA,NA,638,1819,2122,us ug,Belong,Some Place,Fishbowl,LGBTQA3,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2679,NA,NA,643,1819,2122,us ug,Belong,Some Place,MCC,Green,Holden,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,NA,NA,644,1819,2122,us ug,Belong,Some Place,MCC,Womens,Holden,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,NA,NA,645,1819,2122,us ug,Belong,Some Place,CSIR,Green,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,NA,NA,646,2021,2122,us ug,Belong,Some Place,Amphitheater,Courtyard,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,NA,NA,647,1920,2122,us ug,Belong,Some Place,ISG,MCC,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,NA,NA,653,1819,2122,us ug,Belong,Some Place,CSIR,MCC,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,NA,NA,654,2122,2122,us ug,Belong,Some Place,Green,Craft,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,NA,NA,657,2122,2122,us ug,Belong,Some Place,Starbucks,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,NA,NA,660,2122,2122,us ug,Belong,Some Place,Fishbowl,Craft,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,NA,NA,663,2021,2122,us ug,Belong,Some Place,Mills,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2702,NA,NA,671,2122,2122,us ug,Belong,Some Place,AtriumEast,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2703,NA,NA,672,2122,2122,us ug,Belong,Some Place,Fishbowl,Green,SSC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,NA,NA,673,2021,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,NA,NA,674,2021,2122,us ug,Belong,Some Place,Fishbowl,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,NA,NA,677,1819,2122,us ug,Belong,Some Place,MCC,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2713,NA,NA,683,1819,2122,us ug,Belong,Some Place,Mills,MCC,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2715,NA,NA,685,2122,2122,us ug,Belong,Some Place,MCC,Womens,Holden,NA,NA,NA,NA,NA,NA,NA,NA,NA
2717,NA,NA,687,2122,2122,us ug,Belong,Some Place,Mills,Green,Other1d,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,NA,NA,689,1920,2122,us ug,Belong,Some Place,ID,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,NA,NA,691,2021,2122,us ug,Belong,Some Place,Ballroom,Mills,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,NA,NA,692,2122,2122,us ug,Belong,Some Place,Mills,OP,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,NA,NA,693,2021,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,NA,NA,695,1819,2122,us ug,Belong,Some Place,Ballroom,MCC,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,NA,NA,696,2122,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,NA,NA,700,2021,2122,us ug,Belong,Some Place,MCC,TaylorLounge,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,NA,NA,700,2021,2122,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,OLounge,NoPlace,NoPlace,NA,NA,NA
2730,NA,NA,701,1920,2122,us ug,Belong,Some Place,Green,Mallard,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,NA,NA,703,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,NA,NA,707,1819,2122,us ug,Belong,Some Place,CSIR,MCC,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,NA,NA,708,2021,2122,us ug,Belong,Some Place,Fishbowl,OB1,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,NA,NA,712,2021,2122,us ug,Belong,Some Place,LGBTQA3,Craft,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,NA,NA,713,1920,2122,us ug,Belong,Some Place,Craft,OtherGf,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,NA,NA,715,2122,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2744,NA,NA,716,2021,2122,us ug,Belong,Some Place,MCC,LGBTQA3,Bartolottis,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,NA,NA,718,1920,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,NA,NA,723,1920,2122,us ug,Belong,Some Place,Redwood,MCC,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,NA,NA,724,1819,2122,us ug,Belong,Some Place,FishbowlTerrace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2753,NA,NA,726,2122,2122,us ug,Belong,Some Place,CraftOutdoor,Craft,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,NA,NA,727,1819,2122,us ug,Belong,Some Place,MCC,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2755,NA,NA,728,1920,2122,us ug,Belong,Some Place,Spruce,Mills,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,NA,NA,730,2122,2122,us ug,Belong,Some Place,McMillan,BallroomStage,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
2759,NA,NA,732,2021,2122,us ug,Belong,Some Place,Mills,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,NA,NA,733,2122,2122,us ug,Belong,Some Place,Mills,Admin,CraterLakeNorth,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,NA,NA,734,2122,2122,us ug,Belong,Some Place,Green,ROAR,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2764,NA,NA,737,1819,2122,us ug,Belong,Some Place,Fishbowl,Chipotle,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,NA,NA,738,1920,2122,us ug,Belong,Some Place,Fishbowl,Chipotle,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2766,NA,NA,739,2021,2122,us ug,Belong,Some Place,Fishbowl,Green,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2768,NA,NA,741,1819,2122,us ug,Belong,Some Place,Green,Womens,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,NA,NA,743,2122,2122,us ug,Belong,Some Place,Mills,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,NA,NA,747,1920,2122,us ug,Belong,Some Place,Fishbowl,Womens,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,NA,NA,748,2122,2122,us ug,Belong,Some Place,Craft,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,NA,NA,749,1819,2122,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2776,NA,NA,751,1920,2122,us ug,Belong,Some Place,Fishbowl,Green,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
2777,NA,NA,753,2122,2122,us ug,Belong,Some Place,Green,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2778,NA,NA,754,1920,2122,us ug,Belong,Some Place,Amphitheater,Courtyard,StairsG,NA,NA,NA,NA,NA,NA,NA,NA,NA
2780,NA,NA,756,1819,2122,us ug,Belong,Some Place,Amphitheater,Emerald,McMillan,NA,NA,NA,NA,NA,NA,NA,NA,NA
2781,NA,NA,757,1819,2122,us ug,Belong,Some Place,Fishbowl,KWVA,OtherGe,NA,NA,NA,NA,NA,NA,NA,NA,NA
2788,NA,NA,764,2021,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,NA,NA,767,1819,2122,us ug,Belong,Some Place,Chipotle,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,NA,NA,768,2021,2122,us ug,Belong,Some Place,Hallway1,Fishbowl,Bartolottis,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,NA,NA,771,1920,2122,us ug,Belong,Some Place,Mills,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,NA,NA,776,1819,2122,us ug,Belong,Some Place,MCC,Green,Other1f,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,NA,NA,777,2021,2122,us ug,Belong,Some Place,Fishbowl,Green,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,NA,NA,777,2021,2122,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
2802,NA,NA,778,2122,2122,us ug,Belong,Some Place,CraterLakeNorth,OtherL1a,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804,NA,NA,780,1920,2122,us ug,Belong,Some Place,MCC,Womens,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,NA,NA,782,2122,2122,us ug,Belong,Some Place,Mills,MCC,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,NA,NA,783,1920,2122,us ug,Belong,Some Place,Mills,MCC,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,NA,NA,784,1920,2122,us ug,Belong,Some Place,MCC,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,NA,NA,790,1819,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2816,NA,NA,792,1920,2122,us ug,Belong,Some Place,Courtyard,AtriumSouth,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2817,NA,NA,793,2122,2122,us ug,Belong,Some Place,MCC,Green,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
2819,NA,NA,795,2021,2122,us ug,Belong,Some Place,Redwood,Green,Other1f,NA,NA,NA,NA,NA,NA,NA,NA,NA
2819,NA,NA,795,2021,2122,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,NoPlace,NoPlace,NoPlace,NA,NA,NA
2821,NA,NA,797,2122,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2822,NA,NA,798,2122,2122,us ug,Belong,Some Place,Courtyard,Green,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,NA,NA,799,1920,2122,us ug,Belong,Some Place,Mills,MCC,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
2824,NA,NA,800,2021,2122,us ug,Belong,Some Place,MCC,Other1c,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
2833,NA,NA,809,1819,2122,us ug,Belong,Some Place,CSIR,MCC,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2835,NA,NA,811,1920,2122,us ug,Belong,Some Place,Ballroom,Other1d,OtherGf,NA,NA,NA,NA,NA,NA,NA,NA,NA
2838,NA,NA,815,2122,2122,us ug,Belong,Some Place,DuckNest,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2839,NA,NA,816,2021,2122,us ug,Belong,Some Place,Mills,ISG,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2841,NA,NA,818,2122,2122,us ug,Belong,Some Place,TaylorLounge,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2842,NA,NA,819,1819,2122,us ug,Belong,Some Place,Hallway1,AtriumSouth,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2853,NA,NA,830,1920,2122,us ug,Belong,Some Place,Amphitheater,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855,NA,NA,832,2122,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2865,NA,NA,842,1819,2122,us ug,Belong,Some Place,Fishbowl,AtriumEast,OtherGc,NA,NA,NA,NA,NA,NA,NA,NA,NA
2870,NA,NA,848,2122,2122,us ug,Belong,Some Place,Bartolottis,AtriumSouth,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2872,NA,NA,850,2021,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2873,NA,NA,851,2021,2122,us ug,Belong,Some Place,Hallway1,DuckNest,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2876,NA,NA,854,2122,2122,us ug,Belong,Some Place,McMillan,Fishbowl,Green,NA,NA,NA,NA,NA,NA,NA,NA,NA
2877,NA,NA,855,2122,2122,us ug,Belong,Some Place,StudentLounge,TaylorLounge,OtherGf,NA,NA,NA,NA,NA,NA,NA,NA,NA
2880,NA,NA,858,1920,2122,us ug,Belong,Some Place,CSIR,Fishbowl,Womens,NA,NA,NA,NA,NA,NA,NA,NA,NA
2883,NA,NA,861,2122,2122,us ug,Belong,Some Place,Fishbowl,Green,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2884,NA,NA,862,1819,2122,us ug,Belong,Some Place,DuckStore,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2885,NA,NA,863,2021,2122,us ug,Belong,Some Place,TaylorLounge,FreshMarket,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2887,NA,NA,865,2122,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2891,NA,NA,869,1920,2122,us ug,Belong,Some Place,DuckStore,Bartolottis,ComputerLab,NA,NA,NA,NA,NA,NA,NA,NA,NA
2893,NA,NA,871,1718,2122,us ug,Belong,Some Place,TaylorLounge,OLounge,FishbowlTerrace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2896,NA,NA,874,1920,2122,us ug,Belong,Some Place,Fishbowl,FreshMarket,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2897,NA,NA,875,2122,2122,us ug,Belong,Some Place,Courtyard,Esports,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,NA,NA,882,2122,2122,us ug,Belong,Some Place,Amphitheater,EastLounge,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
2905,NA,NA,883,1920,2122,us ug,Belong,Some Place,Green,Other1d,AtriumEast,NA,NA,NA,NA,NA,NA,NA,NA,NA
2908,NA,NA,886,2122,2122,us ug,Belong,Some Place,TaylorLounge,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2912,NA,NA,890,1819,2122,us ug,Belong,Some Place,Fishbowl,Courtyard,OtherGe,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913,NA,NA,891,1920,2122,us ug,Belong,Some Place,MCC,DuckNest,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2914,NA,NA,892,1819,2122,us ug,Belong,No Place,NoPlace,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
2915,NA,NA,893,1920,2122,us ug,Belong,Some Place,Fishbowl,Bartolottis,OLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
2918,NA,NA,896,2122,2122,us ug,Belong,Some Place,StudentLounge,McMillan,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
